연도,월,시간,이용객수,순위,노선,노선아이디,기점,종점,배차간격(평일)(분),첫차시간,막차시간,,,,
2023,11,09시~10시,376,27,101,228000179,오리역,수서역5번출구,15,0500,2210,,,,
2023,11,09시~10시,539,22,103,204000060,도촌동9단지앞,사당역(중),18,0500,2150,,,,
2023,11,09시~10시,205,35,200,204000029,도촌동행정복지센터,거여역5번출구,30,0500,2200,,,,
2023,11,09시~10시,2013,4,220,204000022,영원무역,한국학중앙연구원,11,0430,2220,,,,
2023,11,09시~10시,431,24,231,204000139,(임시)금토동삼거리,복정역환승센터1번승강장,15,0450,2220,,,,
2023,11,09시~10시,358,28,240,204000032,도촌동행정복지센터,남한산성입구,7,0500,2300,,,,
2023,11,09시~10시,1073,13,250,204000048,도촌동행정복지센터,궁내동.궁안마을,12,0455,2230,,,,
2023,11,09시~10시,2270,3,300,206000003,오리역,은대미,5,0450,2330,,,,
2023,11,09시~10시,431,25,310,204000163,오리역,(임시)금토동삼거리,10,0500,2230,,,,
2023,11,09시~10시,1049,14,315,204000073,(임시)금토동삼거리,복정역환승센터1번승강장,12,0500,2200,,,,
2023,11,09시~10시,1609,6,33,204000020,사기막골,율동공원,12,0420,2200,,,,
2023,11,09시~10시,1341,9,330,204000039,산성동,운중초등학교,10,0430,2200,,,,
2023,11,09시~10시,320,29,331,204000084,성남동대형주차장,고속철도수서역,18,0500,2200,,,,
2023,11,09시~10시,626,20,340,204000040,판교대장로동측,영원무역,17,0440,2200,,,,
2023,11,09시~10시,406,26,341,204000067,운중동먹거리촌,청계산입구역,17,0450,2200,,,,
2023,11,09시~10시,255,32,342,204000159,영원무역,청계산옛골,15,0500,2200,,,,
2023,11,09시~10시,1157,11,350,204000044,상대원차고지,한국학중앙연구원,7,0500,2230,,,,
2023,11,09시~10시,633,19,357,204000007,상대원차고지,삼부아파트,15,0500,2230,,,,
2023,11,09시~10시,212,34,370,204000131,고등마을아파트,백현동종점,25,0500,2200,,,,
2023,11,09시~10시,866,16,380,204000079,동분당더퍼스트정문,판교대장초·중학교,15,0450,2200,,,,
2023,11,09시~10시,279,30,382,204000076,성남동대형주차장,(임시)금토동삼거리,23,0500,2200,,,,
2023,11,09시~10시,608,21,390,204000051,사송동.종점,동백역.용인세브란스병원,15,0520,2300,,,,
2023,11,09시~10시,1537,7,50,204000012,선경아파트,복정역환승센터1번승강장,7,0500,2230,,,,
2023,11,09시~10시,3471,2,51,204000021,사기막골,서울대병원,5,0420,2200,,,,
2023,11,09시~10시,966,15,55,204000017,(임시)금토동삼거리,남한산성입구.양지파출소,12,0430,2200,,,,
2023,11,09시~10시,1886,5,57,204000005,선경아파트,세곡동사거리,6,0500,2230,,,,
2023,11,09시~10시,1188,10,6,204000004,상대원차고지,남한산성입구.양지파출소,8,0530,2240,,,,
2023,11,09시~10시,638,18,60,204000013,차고지대기(경유),복정역환승센터1번승강장,15,0500,2200,,,,
2023,11,09시~10시,1090,12,720-1A,204000151,오리역,남한산성입구.양지파출소,10,0500,2300,,,,
2023,11,09시~10시,230,33,810,204000174,그린빌리지,수진역.성호시장.성일중고입구,15,0600,2300,,,,
2023,11,09시~10시,168,36,811,204000173,도촌9단지후문,수진역.성호시장.성일중고입구,15,0600,2300,,,,
2023,11,09시~10시,1428,8,33-1,204000019,산성동,청구아파트,14,0410,2200,,,,
2023,11,09시~10시,434,23,누리1,204000145,성남시장례문화사업소,쇳골마을.궁내동톨게이트,17,0530,2230,,,,
2023,11,09시~10시,677,17,누리2,204000146,사송동종점,국군수도병원,16,0630,2215,,,,
2023,11,09시~10시,259,31,누리3,204000147,뫼루니육교,럭키타운,17,0500,2200,,,,
2023,11,09시~10시,93,37,누리4,204000155,사송동.종점,동원동,18,0500,2200,,,,
2023,11,10시~11시,3630,1,3-1,205000003,광주차고지,사기막골,10,0440,2300,,,,
2023,11,10시~11시,181,29,101,228000179,오리역,수서역5번출구,15,0500,2210,,,,
2023,11,10시~11시,276,22,103,204000060,도촌동9단지앞,사당역(중),18,0500,2150,,,,
2023,11,10시~11시,152,34,200,204000029,도촌동행정복지센터,거여역5번출구,30,0500,2200,,,,
2023,11,10시~11시,1483,4,220,204000022,영원무역,한국학중앙연구원,11,0430,2220,,,,
2023,11,10시~11시,227,27,231,204000139,(임시)금토동삼거리,복정역환승센터1번승강장,15,0450,2220,,,,
2023,11,10시~11시,291,21,240,204000032,도촌동행정복지센터,남한산성입구,7,0500,2300,,,,
2023,11,10시~11시,836,9,250,204000048,도촌동행정복지센터,궁내동.궁안마을,12,0455,2230,,,,
2023,11,10시~11시,1516,3,300,206000003,오리역,은대미,5,0450,2330,,,,
2023,11,10시~11시,233,26,310,204000163,오리역,(임시)금토동삼거리,10,0500,2230,,,,
2023,11,10시~11시,494,16,315,204000073,(임시)금토동삼거리,복정역환승센터1번승강장,12,0500,2200,,,,
2023,11,10시~11시,1018,7,33,204000020,사기막골,율동공원,12,0420,2200,,,,
2023,11,10시~11시,807,10,330,204000039,산성동,운중초등학교,10,0430,2200,,,,
2023,11,10시~11시,184,28,331,204000084,성남동대형주차장,고속철도수서역,18,0500,2200,,,,
2023,11,10시~11시,451,17,340,204000040,판교대장로동측,영원무역,17,0440,2200,,,,
2023,11,10시~11시,252,25,341,204000067,운중동먹거리촌,청계산입구역,17,0450,2200,,,,
2023,11,10시~11시,157,33,342,204000159,영원무역,청계산옛골,15,0500,2200,,,,
2023,11,10시~11시,553,13,350,204000044,상대원차고지,한국학중앙연구원,7,0500,2230,,,,
2023,11,10시~11시,271,23,357,204000007,상대원차고지,삼부아파트,15,0500,2230,,,,
2023,11,10시~11시,152,35,370,204000131,고등마을아파트,백현동종점,25,0500,2200,,,,
2023,11,10시~11시,513,15,380,204000079,동분당더퍼스트정문,판교대장초·중학교,15,0450,2200,,,,
2023,11,10시~11시,175,30,382,204000076,성남동대형주차장,(임시)금토동삼거리,23,0500,2200,,,,
2023,11,10시~11시,446,19,390,204000051,사송동.종점,동백역.용인세브란스병원,15,0520,2300,,,,
2023,11,10시~11시,1059,6,50,204000012,선경아파트,복정역환승센터1번승강장,7,0500,2230,,,,
2023,11,10시~11시,2405,2,51,204000021,사기막골,서울대병원,5,0420,2200,,,,
2023,11,10시~11시,663,11,55,204000017,(임시)금토동삼거리,남한산성입구.양지파출소,12,0430,2200,,,,
2023,11,10시~11시,1481,5,57,204000005,선경아파트,세곡동사거리,6,0500,2230,,,,
2023,11,10시~11시,521,14,6,204000004,상대원차고지,남한산성입구.양지파출소,8,0530,2240,,,,
2023,11,10시~11시,450,18,60,204000013,차고지대기(경유),복정역환승센터1번승강장,15,0500,2200,,,,
2023,11,10시~11시,612,12,720-1A,204000151,오리역,남한산성입구.양지파출소,10,0500,2300,,,,
2023,11,10시~11시,158,32,810,204000174,그린빌리지,수진역.성호시장.성일중고입구,15,0600,2300,,,,
2023,11,10시~11시,147,36,811,204000173,도촌9단지후문,수진역.성호시장.성일중고입구,15,0600,2300,,,,
2023,11,10시~11시,963,8,33-1,204000019,산성동,청구아파트,14,0410,2200,,,,
2023,11,10시~11시,258,24,누리1,204000145,성남시장례문화사업소,쇳골마을.궁내동톨게이트,17,0530,2230,,,,
2023,11,10시~11시,298,20,누리2,204000146,사송동종점,국군수도병원,16,0630,2215,,,,
2023,11,10시~11시,163,31,누리3,204000147,뫼루니육교,럭키타운,17,0500,2200,,,,
2023,11,10시~11시,67,37,누리4,204000155,사송동.종점,동원동,18,0500,2200,,,,
2023,11,11시~12시,3714,1,3-1,205000003,광주차고지,사기막골,10,0440,2300,,,,
2023,11,11시~12시,154,30,101,228000179,오리역,수서역5번출구,15,0500,2210,,,,
2023,11,11시~12시,222,23,103,204000060,도촌동9단지앞,사당역(중),18,0500,2150,,,,
2023,11,11시~12시,169,27,200,204000029,도촌동행정복지센터,거여역5번출구,30,0500,2200,,,,
2023,11,11시~12시,1275,4,220,204000022,영원무역,한국학중앙연구원,11,0430,2220,,,,
2023,11,11시~12시,191,24,231,204000139,(임시)금토동삼거리,복정역환승센터1번승강장,15,0450,2220,,,,
2023,11,11시~12시,311,19,240,204000032,도촌동행정복지센터,남한산성입구,7,0500,2300,,,,
2023,11,11시~12시,656,8,250,204000048,도촌동행정복지센터,궁내동.궁안마을,12,0455,2230,,,,
2023,11,11시~12시,1407,3,300,206000003,오리역,은대미,5,0450,2330,,,,
2023,11,11시~12시,161,28,310,204000163,오리역,(임시)금토동삼거리,10,0500,2230,,,,
2023,11,11시~12시,374,16,315,204000073,(임시)금토동삼거리,복정역환승센터1번승강장,12,0500,2200,,,,
2023,11,11시~12시,976,7,33,204000020,사기막골,율동공원,12,0420,2200,,,,
2023,11,11시~12시,648,9,330,204000039,산성동,운중초등학교,10,0430,2200,,,,
2023,11,11시~12시,188,25,331,204000084,성남동대형주차장,고속철도수서역,18,0500,2200,,,,
2023,11,11시~12시,287,21,340,204000040,판교대장로동측,영원무역,17,0440,2200,,,,
2023,11,11시~12시,252,22,341,204000067,운중동먹거리촌,청계산입구역,17,0450,2200,,,,
2023,11,11시~12시,142,32,342,204000159,영원무역,청계산옛골,15,0500,2200,,,,
2023,11,11시~12시,422,14,350,204000044,상대원차고지,한국학중앙연구원,7,0500,2230,,,,
2023,11,11시~12시,184,26,357,204000007,상대원차고지,삼부아파트,15,0500,2230,,,,
2023,11,11시~12시,107,35,370,204000131,고등마을아파트,백현동종점,25,0500,2200,,,,
2023,11,11시~12시,387,15,380,204000079,동분당더퍼스트정문,판교대장초·중학교,15,0450,2200,,,,
2023,11,11시~12시,68,36,382,204000076,성남동대형주차장,(임시)금토동삼거리,23,0500,2200,,,,
2023,11,11시~12시,351,18,390,204000051,사송동.종점,동백역.용인세브란스병원,15,0520,2300,,,,
2023,11,11시~12시,997,6,50,204000012,선경아파트,복정역환승센터1번승강장,7,0500,2230,,,,
2023,11,11시~12시,2440,2,51,204000021,사기막골,서울대병원,5,0420,2200,,,,
2023,11,11시~12시,452,12,55,204000017,(임시)금토동삼거리,남한산성입구.양지파출소,12,0430,2200,,,,
2023,11,11시~12시,1244,5,57,204000005,선경아파트,세곡동사거리,6,0500,2230,,,,
2023,11,11시~12시,358,17,6,204000004,상대원차고지,남한산성입구.양지파출소,8,0530,2240,,,,
2023,11,11시~12시,429,13,60,204000013,차고지대기(경유),복정역환승센터1번승강장,15,0500,2200,,,,
2023,11,11시~12시,544,11,720-1A,204000151,오리역,남한산성입구.양지파출소,10,0500,2300,,,,
2023,11,11시~12시,137,33,810,204000174,그린빌리지,수진역.성호시장.성일중고입구,15,0600,2300,,,,
2023,11,11시~12시,133,34,811,204000173,도촌9단지후문,수진역.성호시장.성일중고입구,15,0600,2300,,,,
2023,11,11시~12시,631,10,33-1,204000019,산성동,청구아파트,14,0410,2200,,,,
2023,11,11시~12시,157,29,누리1,204000145,성남시장례문화사업소,쇳골마을.궁내동톨게이트,17,0530,2230,,,,
2023,11,11시~12시,292,20,누리2,204000146,사송동종점,국군수도병원,16,0630,2215,,,,
2023,11,11시~12시,147,31,누리3,204000147,뫼루니육교,럭키타운,17,0500,2200,,,,
2023,11,11시~12시,42,37,누리4,204000155,사송동.종점,동원동,18,0500,2200,,,,
2023,11,12시~13시,3798,1,3-1,205000003,광주차고지,사기막골,10,0440,2300,,,,
2023,11,12시~13시,168,30,101,228000179,오리역,수서역5번출구,15,0500,2210,,,,
2023,11,12시~13시,259,24,103,204000060,도촌동9단지앞,사당역(중),18,0500,2150,,,,
2023,11,12시~13시,171,29,200,204000029,도촌동행정복지센터,거여역5번출구,30,0500,2200,,,,
2023,11,12시~13시,1493,4,220,204000022,영원무역,한국학중앙연구원,11,0430,2220,,,,
2023,11,12시~13시,267,23,231,204000139,(임시)금토동삼거리,복정역환승센터1번승강장,15,0450,2220,,,,
2023,11,12시~13시,309,18,240,204000032,도촌동행정복지센터,남한산성입구,7,0500,2300,,,,
2023,11,12시~13시,761,9,250,204000048,도촌동행정복지센터,궁내동.궁안마을,12,0455,2230,,,,
2023,11,12시~13시,1770,3,300,206000003,오리역,은대미,5,0450,2330,,,,
2023,11,12시~13시,136,33,310,204000163,오리역,(임시)금토동삼거리,10,0500,2230,,,,
2023,11,12시~13시,402,16,315,204000073,(임시)금토동삼거리,복정역환승센터1번승강장,12,0500,2200,,,,
2023,11,12시~13시,1038,7,33,204000020,사기막골,율동공원,12,0420,2200,,,,
2023,11,12시~13시,690,10,330,204000039,산성동,운중초등학교,10,0430,2200,,,,
2023,11,12시~13시,205,26,331,204000084,성남동대형주차장,고속철도수서역,18,0500,2200,,,,
2023,11,12시~13시,309,19,340,204000040,판교대장로동측,영원무역,17,0440,2200,,,,
2023,11,12시~13시,213,25,341,204000067,운중동먹거리촌,청계산입구역,17,0450,2200,,,,
2023,11,12시~13시,147,32,342,204000159,영원무역,청계산옛골,15,0500,2200,,,,
2023,11,12시~13시,518,11,350,204000044,상대원차고지,한국학중앙연구원,7,0500,2230,,,,
2023,11,12시~13시,205,27,357,204000007,상대원차고지,삼부아파트,15,0500,2230,,,,
2023,11,12시~13시,76,35,370,204000131,고등마을아파트,백현동종점,25,0500,2200,,,,
2023,11,12시~13시,361,17,380,204000079,동분당더퍼스트정문,판교대장초·중학교,15,0450,2200,,,,
2023,11,12시~13시,64,36,382,204000076,성남동대형주차장,(임시)금토동삼거리,23,0500,2200,,,,
2023,11,12시~13시,309,20,390,204000051,사송동.종점,동백역.용인세브란스병원,15,0520,2300,,,,
2023,11,12시~13시,1165,6,50,204000012,선경아파트,복정역환승센터1번승강장,7,0500,2230,,,,
2023,11,12시~13시,2697,2,51,204000021,사기막골,서울대병원,5,0420,2200,,,,
2023,11,12시~13시,495,13,55,204000017,(임시)금토동삼거리,남한산성입구.양지파출소,12,0430,2200,,,,
2023,11,12시~13시,1383,5,57,204000005,선경아파트,세곡동사거리,6,0500,2230,,,,
2023,11,12시~13시,421,15,6,204000004,상대원차고지,남한산성입구.양지파출소,8,0530,2240,,,,
2023,11,12시~13시,479,14,60,204000013,차고지대기(경유),복정역환승센터1번승강장,15,0500,2200,,,,
2023,11,12시~13시,496,12,720-1A,204000151,오리역,남한산성입구.양지파출소,10,0500,2300,,,,
2023,11,12시~13시,176,28,810,204000174,그린빌리지,수진역.성호시장.성일중고입구,15,0600,2300,,,,
2023,11,12시~13시,90,34,811,204000173,도촌9단지후문,수진역.성호시장.성일중고입구,15,0600,2300,,,,
2023,11,12시~13시,964,8,33-1,204000019,산성동,청구아파트,14,0410,2200,,,,
2023,11,12시~13시,276,21,누리1,204000145,성남시장례문화사업소,쇳골마을.궁내동톨게이트,17,0530,2230,,,,
2023,11,12시~13시,271,22,누리2,204000146,사송동종점,국군수도병원,16,0630,2215,,,,
2023,11,12시~13시,149,31,누리3,204000147,뫼루니육교,럭키타운,17,0500,2200,,,,
2023,11,12시~13시,61,37,누리4,204000155,사송동.종점,동원동,18,0500,2200,,,,
2023,11,13시~14시,3760,1,3-1,205000003,광주차고지,사기막골,10,0440,2300,,,,
2023,11,13시~14시,209,28,101,228000179,오리역,수서역5번출구,15,0500,2210,,,,
2023,11,13시~14시,262,23,103,204000060,도촌동9단지앞,사당역(중),18,0500,2150,,,,
2023,11,13시~14시,205,29,200,204000029,도촌동행정복지센터,거여역5번출구,30,0500,2200,,,,
2023,11,13시~14시,1338,5,220,204000022,영원무역,한국학중앙연구원,11,0430,2220,,,,
2023,11,13시~14시,263,22,231,204000139,(임시)금토동삼거리,복정역환승센터1번승강장,15,0450,2220,,,,
2023,11,13시~14시,365,17,240,204000032,도촌동행정복지센터,남한산성입구,7,0500,2300,,,,
2023,11,13시~14시,697,10,250,204000048,도촌동행정복지센터,궁내동.궁안마을,12,0455,2230,,,,
2023,11,13시~14시,1781,3,300,206000003,오리역,은대미,5,0450,2330,,,,
2023,11,13시~14시,212,27,310,204000163,오리역,(임시)금토동삼거리,10,0500,2230,,,,
2023,11,13시~14시,495,14,315,204000073,(임시)금토동삼거리,복정역환승센터1번승강장,12,0500,2200,,,,
2023,11,13시~14시,1058,7,33,204000020,사기막골,율동공원,12,0420,2200,,,,
2023,11,13시~14시,785,8,330,204000039,산성동,운중초등학교,10,0430,2200,,,,
2023,11,13시~14시,283,21,331,204000084,성남동대형주차장,고속철도수서역,18,0500,2200,,,,
2023,11,13시~14시,341,19,340,204000040,판교대장로동측,영원무역,17,0440,2200,,,,
2023,11,13시~14시,261,24,341,204000067,운중동먹거리촌,청계산입구역,17,0450,2200,,,,
2023,11,13시~14시,197,30,342,204000159,영원무역,청계산옛골,15,0500,2200,,,,
2023,11,13시~14시,508,12,350,204000044,상대원차고지,한국학중앙연구원,7,0500,2230,,,,
2023,11,13시~14시,189,31,357,204000007,상대원차고지,삼부아파트,15,0500,2230,,,,
2023,11,13시~14시,79,36,370,204000131,고등마을아파트,백현동종점,25,0500,2200,,,,
2023,11,13시~14시,339,20,380,204000079,동분당더퍼스트정문,판교대장초·중학교,15,0450,2200,,,,
2023,11,13시~14시,99,35,382,204000076,성남동대형주차장,(임시)금토동삼거리,23,0500,2200,,,,
2023,11,13시~14시,361,18,390,204000051,사송동.종점,동백역.용인세브란스병원,15,0520,2300,,,,
2023,11,13시~14시,1273,6,50,204000012,선경아파트,복정역환승센터1번승강장,7,0500,2230,,,,
2023,11,13시~14시,2440,2,51,204000021,사기막골,서울대병원,5,0420,2200,,,,
2023,11,13시~14시,506,13,55,204000017,(임시)금토동삼거리,남한산성입구.양지파출소,12,0430,2200,,,,
2023,11,13시~14시,1470,4,57,204000005,선경아파트,세곡동사거리,6,0500,2230,,,,
2023,11,13시~14시,494,15,6,204000004,상대원차고지,남한산성입구.양지파출소,8,0530,2240,,,,
2023,11,13시~14시,490,16,60,204000013,차고지대기(경유),복정역환승센터1번승강장,15,0500,2200,,,,
2023,11,13시~14시,595,11,720-1A,204000151,오리역,남한산성입구.양지파출소,10,0500,2300,,,,
2023,11,13시~14시,114,34,810,204000174,그린빌리지,수진역.성호시장.성일중고입구,15,0600,2300,,,,
2023,11,13시~14시,137,33,811,204000173,도촌9단지후문,수진역.성호시장.성일중고입구,15,0600,2300,,,,
2023,11,13시~14시,761,9,33-1,204000019,산성동,청구아파트,14,0410,2200,,,,
2023,11,13시~14시,241,25,누리1,204000145,성남시장례문화사업소,쇳골마을.궁내동톨게이트,17,0530,2230,,,,
2023,11,13시~14시,234,26,누리2,204000146,사송동종점,국군수도병원,16,0630,2215,,,,
2023,11,13시~14시,173,32,누리3,204000147,뫼루니육교,럭키타운,17,0500,2200,,,,
2023,11,13시~14시,46,37,누리4,204000155,사송동.종점,동원동,18,0500,2200,,,,
2023,11,14시~15시,3896,1,3-1,205000003,광주차고지,사기막골,10,0440,2300,,,,
2023,11,14시~15시,159,31,101,228000179,오리역,수서역5번출구,15,0500,2210,,,,
2023,11,14시~15시,316,20,103,204000060,도촌동9단지앞,사당역(중),18,0500,2150,,,,
2023,11,14시~15시,218,26,200,204000029,도촌동행정복지센터,거여역5번출구,30,0500,2200,,,,
2023,11,14시~15시,1243,5,220,204000022,영원무역,한국학중앙연구원,11,0430,2220,,,,
2023,11,14시~15시,237,23,231,204000139,(임시)금토동삼거리,복정역환승센터1번승강장,15,0450,2220,,,,
2023,11,14시~15시,268,22,240,204000032,도촌동행정복지센터,남한산성입구,7,0500,2300,,,,
2023,11,14시~15시,797,9,250,204000048,도촌동행정복지센터,궁내동.궁안마을,12,0455,2230,,,,
2023,11,14시~15시,1633,3,300,206000003,오리역,은대미,5,0450,2330,,,,
2023,11,14시~15시,157,32,310,204000163,오리역,(임시)금토동삼거리,10,0500,2230,,,,
2023,11,14시~15시,490,15,315,204000073,(임시)금토동삼거리,복정역환승센터1번승강장,12,0500,2200,,,,
2023,11,14시~15시,1108,7,33,204000020,사기막골,율동공원,12,0420,2200,,,,
2023,11,14시~15시,882,8,330,204000039,산성동,운중초등학교,10,0430,2200,,,,
2023,11,14시~15시,214,27,331,204000084,성남동대형주차장,고속철도수서역,18,0500,2200,,,,
2023,11,14시~15시,378,19,340,204000040,판교대장로동측,영원무역,17,0440,2200,,,,
2023,11,14시~15시,310,21,341,204000067,운중동먹거리촌,청계산입구역,17,0450,2200,,,,
2023,11,14시~15시,166,30,342,204000159,영원무역,청계산옛골,15,0500,2200,,,,
2023,11,14시~15시,638,12,350,204000044,상대원차고지,한국학중앙연구원,7,0500,2230,,,,
2023,11,14시~15시,187,28,357,204000007,상대원차고지,삼부아파트,15,0500,2230,,,,
2023,11,14시~15시,74,36,370,204000131,고등마을아파트,백현동종점,25,0500,2200,,,,
2023,11,14시~15시,381,17,380,204000079,동분당더퍼스트정문,판교대장초·중학교,15,0450,2200,,,,
2023,11,14시~15시,105,35,382,204000076,성남동대형주차장,(임시)금토동삼거리,23,0500,2200,,,,
2023,11,14시~15시,380,18,390,204000051,사송동.종점,동백역.용인세브란스병원,15,0520,2300,,,,
2023,11,14시~15시,1206,6,50,204000012,선경아파트,복정역환승센터1번승강장,7,0500,2230,,,,
2023,11,14시~15시,2490,2,51,204000021,사기막골,서울대병원,5,0420,2200,,,,
2023,11,14시~15시,494,14,55,204000017,(임시)금토동삼거리,남한산성입구.양지파출소,12,0430,2200,,,,
2023,11,14시~15시,1535,4,57,204000005,선경아파트,세곡동사거리,6,0500,2230,,,,
2023,11,14시~15시,424,16,6,204000004,상대원차고지,남한산성입구.양지파출소,8,0530,2240,,,,
2023,11,14시~15시,503,13,60,204000013,차고지대기(경유),복정역환승센터1번승강장,15,0500,2200,,,,
2023,11,14시~15시,679,11,720-1A,204000151,오리역,남한산성입구.양지파출소,10,0500,2300,,,,
2023,11,14시~15시,127,33,810,204000174,그린빌리지,수진역.성호시장.성일중고입구,15,0600,2300,,,,
2023,11,14시~15시,117,34,811,204000173,도촌9단지후문,수진역.성호시장.성일중고입구,15,0600,2300,,,,
2023,11,14시~15시,778,10,33-1,204000019,산성동,청구아파트,14,0410,2200,,,,
2023,11,14시~15시,237,24,누리1,204000145,성남시장례문화사업소,쇳골마을.궁내동톨게이트,17,0530,2230,,,,
2023,11,14시~15시,232,25,누리2,204000146,사송동종점,국군수도병원,16,0630,2215,,,,
2023,11,14시~15시,167,29,누리3,204000147,뫼루니육교,럭키타운,17,0500,2200,,,,
2023,11,14시~15시,45,37,누리4,204000155,사송동.종점,동원동,18,0500,2200,,,,
2023,11,15시~16시,4888,1,3-1,205000003,광주차고지,사기막골,10,0440,2300,,,,
2023,11,15시~16시,281,29,101,228000179,오리역,수서역5번출구,15,0500,2210,,,,
2023,11,15시~16시,556,17,103,204000060,도촌동9단지앞,사당역(중),18,0500,2150,,,,
2023,11,15시~16시,300,26,200,204000029,도촌동행정복지센터,거여역5번출구,30,0500,2200,,,,
2023,11,15시~16시,2102,5,220,204000022,영원무역,한국학중앙연구원,11,0430,2220,,,,
2023,11,15시~16시,307,25,231,204000139,(임시)금토동삼거리,복정역환승센터1번승강장,15,0450,2220,,,,
2023,11,15시~16시,450,20,240,204000032,도촌동행정복지센터,남한산성입구,7,0500,2300,,,,
2023,11,15시~16시,1044,10,250,204000048,도촌동행정복지센터,궁내동.궁안마을,12,0455,2230,,,,
2023,11,15시~16시,2770,3,300,206000003,오리역,은대미,5,0450,2330,,,,
2023,11,15시~16시,216,30,310,204000163,오리역,(임시)금토동삼거리,10,0500,2230,,,,
2023,11,15시~16시,748,13,315,204000073,(임시)금토동삼거리,복정역환승센터1번승강장,12,0500,2200,,,,
2023,11,15시~16시,1600,6,33,204000020,사기막골,율동공원,12,0420,2200,,,,
2023,11,15시~16시,1403,8,330,204000039,산성동,운중초등학교,10,0430,2200,,,,
2023,11,15시~16시,298,27,331,204000084,성남동대형주차장,고속철도수서역,18,0500,2200,,,,
2023,11,15시~16시,626,16,340,204000040,판교대장로동측,영원무역,17,0440,2200,,,,
2023,11,15시~16시,339,23,341,204000067,운중동먹거리촌,청계산입구역,17,0450,2200,,,,
2023,11,15시~16시,296,28,342,204000159,영원무역,청계산옛골,15,0500,2200,,,,
2023,11,15시~16시,962,11,350,204000044,상대원차고지,한국학중앙연구원,7,0500,2230,,,,
2023,11,15시~16시,209,31,357,204000007,상대원차고지,삼부아파트,15,0500,2230,,,,
2023,11,15시~16시,118,36,370,204000131,고등마을아파트,백현동종점,25,0500,2200,,,,
2023,11,15시~16시,396,21,380,204000079,동분당더퍼스트정문,판교대장초·중학교,15,0450,2200,,,,
2023,11,15시~16시,121,35,382,204000076,성남동대형주차장,(임시)금토동삼거리,23,0500,2200,,,,
2023,11,15시~16시,503,19,390,204000051,사송동.종점,동백역.용인세브란스병원,15,0520,2300,,,,
2023,11,15시~16시,1528,7,50,204000012,선경아파트,복정역환승센터1번승강장,7,0500,2230,,,,
2023,11,15시~16시,3543,2,51,204000021,사기막골,서울대병원,5,0420,2200,,,,
2023,11,15시~16시,717,14,55,204000017,(임시)금토동삼거리,남한산성입구.양지파출소,12,0430,2200,,,,
2023,11,15시~16시,2636,4,57,204000005,선경아파트,세곡동사거리,6,0500,2230,,,,
2023,11,15시~16시,540,18,6,204000004,상대원차고지,남한산성입구.양지파출소,8,0530,2240,,,,
2023,11,15시~16시,695,15,60,204000013,차고지대기(경유),복정역환승센터1번승강장,15,0500,2200,,,,
2023,11,15시~16시,940,12,720-1A,204000151,오리역,남한산성입구.양지파출소,10,0500,2300,,,,
2023,11,15시~16시,184,33,810,204000174,그린빌리지,수진역.성호시장.성일중고입구,15,0600,2300,,,,
2023,11,15시~16시,160,34,811,204000173,도촌9단지후문,수진역.성호시장.성일중고입구,15,0600,2300,,,,
2023,11,15시~16시,1296,9,33-1,204000019,산성동,청구아파트,14,0410,2200,,,,
2023,11,15시~16시,368,22,누리1,204000145,성남시장례문화사업소,쇳골마을.궁내동톨게이트,17,0530,2230,,,,
2023,11,15시~16시,333,24,누리2,204000146,사송동종점,국군수도병원,16,0630,2215,,,,
2023,11,15시~16시,209,32,누리3,204000147,뫼루니육교,럭키타운,17,0500,2200,,,,
2023,11,15시~16시,59,37,누리4,204000155,사송동.종점,동원동,18,0500,2200,,,,
2023,11,16시~17시,6124,1,3-1,205000003,광주차고지,사기막골,10,0440,2300,,,,
2023,11,16시~17시,340,30,101,228000179,오리역,수서역5번출구,15,0500,2210,,,,
2023,11,16시~17시,518,20,103,204000060,도촌동9단지앞,사당역(중),18,0500,2150,,,,
2023,11,16시~17시,270,34,200,204000029,도촌동행정복지센터,거여역5번출구,30,0500,2200,,,,
2023,11,16시~17시,2526,5,220,204000022,영원무역,한국학중앙연구원,11,0430,2220,,,,
2023,11,16시~17시,464,22,231,204000139,(임시)금토동삼거리,복정역환승센터1번승강장,15,0450,2220,,,,
2023,11,16시~17시,403,26,240,204000032,도촌동행정복지센터,남한산성입구,7,0500,2300,,,,
2023,11,16시~17시,1382,9,250,204000048,도촌동행정복지센터,궁내동.궁안마을,12,0455,2230,,,,
2023,11,16시~17시,3133,4,300,206000003,오리역,은대미,5,0450,2330,,,,
2023,11,16시~17시,379,27,310,204000163,오리역,(임시)금토동삼거리,10,0500,2230,,,,
2023,11,16시~17시,785,16,315,204000073,(임시)금토동삼거리,복정역환승센터1번승강장,12,0500,2200,,,,
2023,11,16시~17시,1875,6,33,204000020,사기막골,율동공원,12,0420,2200,,,,
2023,11,16시~17시,1330,10,330,204000039,산성동,운중초등학교,10,0430,2200,,,,
2023,11,16시~17시,412,25,331,204000084,성남동대형주차장,고속철도수서역,18,0500,2200,,,,
2023,11,16시~17시,878,14,340,204000040,판교대장로동측,영원무역,17,0440,2200,,,,
2023,11,16시~17시,467,21,341,204000067,운중동먹거리촌,청계산입구역,17,0450,2200,,,,
2023,11,16시~17시,329,31,342,204000159,영원무역,청계산옛골,15,0500,2200,,,,
2023,11,16시~17시,955,12,350,204000044,상대원차고지,한국학중앙연구원,7,0500,2230,,,,
